Symbol;Entrez;Genetype
NABP1;64859;protein-coding
ADGRF3;165082;protein-coding
CHD2;1106;protein-coding
XCR1;2829;protein-coding
CCDC106;29903;protein-coding
CEP83;51134;protein-coding
SULT1B1;27284;protein-coding
NUDT4;11163;protein-coding
PC;5091;protein-coding
SCAI;286205;protein-coding
NMNAT1;64802;protein-coding
LRFN4;78999;protein-coding
SLC19A1;6573;protein-coding
HSPB7;27129;protein-coding
RCE1;9986;protein-coding
UQCRH;7388;protein-coding
EIF1AX;1964;protein-coding
BCLAF3;256643;protein-coding
PSMD1;5707;protein-coding
ADGRG2;10149;protein-coding
SUSD5;26032;protein-coding
HEG1;57493;protein-coding
TOP6BL;79703;protein-coding
TOMM20;9804;protein-coding
AGFG1;3267;protein-coding
STAT5B;6777;protein-coding
CD7;924;protein-coding
CNP;1267;protein-coding
JUP;3728;protein-coding
HAP1;9001;protein-coding
TDRD12;91646;protein-coding
EIF1;10209;protein-coding
ENDOV;284131;protein-coding
RNF213;57674;protein-coding
TIGD3;220359;protein-coding
PLK3;1263;protein-coding
NET1;10276;protein-coding
DPY19L1;23333;protein-coding
PHOSPHO1;162466;protein-coding
ZNF791;163049;protein-coding
PHC3;80012;protein-coding
GPR160;26996;protein-coding
CBX2;84733;protein-coding
SPTBN2;6712;protein-coding
GOLIM4;27333;protein-coding
RBM4B;83759;protein-coding
ATP5MK;84833;protein-coding
HOXB2;3212;protein-coding
C1QTNF1;114897;protein-coding
MARCHF3;115123;protein-coding
SWSAP1;126074;protein-coding
SLCO4C1;353189;protein-coding
RBM4;5936;protein-coding
CIMAP3;128344;protein-coding
XXYLT1;152002;protein-coding
UBXN2A;165324;protein-coding
TCAP;8557;protein-coding
CCS;9973;protein-coding
NRROS;375387;protein-coding
CEP19;84984;protein-coding
KLHL15;80311;protein-coding
FBXO45;200933;protein-coding
CBY2;220082;protein-coding
GNG5;2787;protein-coding
SLC25A30;253512;protein-coding
SPATA31G1;138724;protein-coding
CTSF;8722;protein-coding
MSRB3;253827;protein-coding
LEMD3;23592;protein-coding
UQCC4;283951;protein-coding
TLR1;7096;protein-coding
TLR6;10333;protein-coding
FAM174A;345757;protein-coding
RGMB;285704;protein-coding
FAM53A;152877;protein-coding
NWD2;57495;protein-coding
CYB561D1;284613;protein-coding
ZDHHC24;254359;protein-coding
TRMT10C;54931;protein-coding
CTU2;348180;protein-coding
MGA;23269;protein-coding
KICS2;144577;protein-coding
PIGG;54872;protein-coding
PRPF8;10594;protein-coding
ADCY6;112;protein-coding
REP15;387849;protein-coding
PITPNA;5306;protein-coding
DDX23;9416;protein-coding
ZNHIT2;741;protein-coding
ZBTB4;57659;protein-coding
TNK1;8711;protein-coding
ZHX3;23051;protein-coding
PHLDA3;23612;protein-coding
SLC16A11;162515;protein-coding
SLC16A13;201232;protein-coding
CHRNA9;55584;protein-coding
PODN;127435;protein-coding
EXO1;9156;protein-coding
RALGAPA1;253959;protein-coding
LIG4;3981;protein-coding
GTF2IRD2B;389524;protein-coding
ATP2A2;488;protein-coding
ZWILCH;55055;protein-coding
RPL4;6124;protein-coding
SNAPC5;10302;protein-coding
C12orf76;400073;protein-coding
CNTNAP2;26047;protein-coding
BBS1;582;protein-coding
DENND4A;10260;protein-coding
IGDCC3;9543;protein-coding
GCSAM;257144;protein-coding
ANKRD36C;400986;protein-coding
MFSD4A;148808;protein-coding
PELI3;246330;protein-coding
TMEM81;388730;protein-coding
MRPL11;65003;protein-coding
IL20RB;53833;protein-coding
GOLT1A;127845;protein-coding
AKIRIN1;79647;protein-coding
MSL2;55167;protein-coding
ZNF497;162968;protein-coding
TRAM1L1;133022;protein-coding
ANGEL2;90806;protein-coding
UGT8;7368;protein-coding
IQCK;124152;protein-coding
SLCO2A1;6578;protein-coding
ZNF266;10781;protein-coding
SLC29A2;3177;protein-coding
B4GAT1;11041;protein-coding
TMEM167A;153339;protein-coding
SH3PXD2B;285590;protein-coding
RESF1;55196;protein-coding
LARP7;51574;protein-coding
FGFBP3;143282;protein-coding
NR1D2;9975;protein-coding
BRMS1;25855;protein-coding
RPL15;6138;protein-coding
FAM241A;132720;protein-coding
HRAS;3265;protein-coding
SRP72;6731;protein-coding
RIN1;9610;protein-coding
ODAPH;152816;protein-coding
THAP6;152815;protein-coding
CEP135;9662;protein-coding
FZD4;8322;protein-coding
BTC;685;protein-coding
PDZK1;5174;protein-coding
ADGRE1;2015;protein-coding
DENND6A;201627;protein-coding
PDE12;201626;protein-coding
GLMN;11146;protein-coding
DNAH12;201625;protein-coding
YIF1A;10897;protein-coding
CNIH2;254263;protein-coding
NDUFA11;126328;protein-coding
RSRC1;51319;protein-coding
RAB1B;81876;protein-coding
PTDSS2;81490;protein-coding
MICOS13;125988;protein-coding
C3orf33;285315;protein-coding
SEZ6L2;26470;protein-coding
ASPHD1;253982;protein-coding
KCTD13;253980;protein-coding
AMZ1;155185;protein-coding
CD164L2;388611;protein-coding
FUT1;2523;protein-coding
DHX36;170506;protein-coding
FBXW8;26259;protein-coding
ZG16;653808;protein-coding
KLC2;64837;protein-coding
SLC22A1;6580;protein-coding
CTBP2;1488;protein-coding
CHST2;9435;protein-coding
ZDHHC14;79683;protein-coding
ATR;545;protein-coding
UBE2C;11065;protein-coding
GK5;256356;protein-coding
VCPIP1;80124;protein-coding
DES;1674;protein-coding
PDIK1L;149420;protein-coding
SPSB4;92369;protein-coding
TRAF6;7189;protein-coding
ZNF654;55279;protein-coding
TVP23C;201158;protein-coding
MRPS22;56945;protein-coding
PACS1;55690;protein-coding
MARCKSL1;65108;protein-coding
SH3BP5L;80851;protein-coding
YPEL2;388403;protein-coding
CADM2;253559;protein-coding
ABO;28;protein-coding
PSMD2;5708;protein-coding
PPM1E;22843;protein-coding
FAM131A;131408;protein-coding
CSRP2;1466;protein-coding
INHBC;3626;protein-coding
PARL;55486;protein-coding
DDIT3;1649;protein-coding
PCCA;5095;protein-coding
DCTN2;10540;protein-coding
ZNF408;79797;protein-coding
CTDSP2;10106;protein-coding
CKAP5;9793;protein-coding
ARHGAP1;392;protein-coding
MED16;10025;protein-coding
ATG13;9776;protein-coding
GOLGA8A;23015;protein-coding
TP53I11;9537;protein-coding
CENPS;378708;protein-coding
DOLK;22845;protein-coding
PHYHD1;254295;protein-coding
CATSPER1;117144;protein-coding
CCNE2;9134;protein-coding
PHYKPL;85007;protein-coding
CST6;1474;protein-coding
GRAMD2A;196996;protein-coding
ZNF519;162655;protein-coding
LSM1;27257;protein-coding
BANF1;8815;protein-coding
CHRNA7;1139;protein-coding
TMEM9B;56674;protein-coding
NRIP3;56675;protein-coding
PTPN2;5771;protein-coding
SCUBE2;57758;protein-coding
EIF1AD;84285;protein-coding
SMAD2;4087;protein-coding
EIF3F;8665;protein-coding
ZNF25;219749;protein-coding
ARL10;285598;protein-coding
CLTB;1212;protein-coding
LPL;4023;protein-coding
RFESD;317671;protein-coding
CCDC14;64770;protein-coding
SART1;9092;protein-coding
PPP2R2D;55844;protein-coding
MCTP1;79772;protein-coding
POLD4;57804;protein-coding
DPP10;57628;protein-coding
CLCF1;23529;protein-coding
UBQLNL;143630;protein-coding
LIPT2;387787;protein-coding
KCNE3;10008;protein-coding
ALG10B;144245;protein-coding
DRAP1;10589;protein-coding
LONRF3;79836;protein-coding
UCP3;7352;protein-coding
UCP2;7351;protein-coding
C11orf68;83638;protein-coding
PAAF1;80227;protein-coding
MRPL48;51642;protein-coding
RAB6A;5870;protein-coding
P2RY2;5029;protein-coding
FOSL1;8061;protein-coding
ERCC4;2072;protein-coding
SUGCT;79783;protein-coding
CCDC85B;11007;protein-coding
TMEM70;54968;protein-coding
RPS6KB2;6199;protein-coding
RMI2;116028;protein-coding
TOM1L2;146691;protein-coding
ZNF77;58492;protein-coding
GPR156;165829;protein-coding
MTLN;205251;protein-coding
KDF1;126695;protein-coding
B3GNTL1;146712;protein-coding
MLXIP;22877;protein-coding
NR2F1;7025;protein-coding
AURKAIP1;54998;protein-coding
TTLL11;158135;protein-coding
TOMM5;401505;protein-coding
SLC35E3;55508;protein-coding
ZNF169;169841;protein-coding
RUVBL1;8607;protein-coding
SFN;2810;protein-coding
MSRA;4482;protein-coding
CTDNEP1;23399;protein-coding
ETV4;2118;protein-coding
SWI5;375757;protein-coding
BAIAP2;10458;protein-coding
CALCB;797;protein-coding
CREG2;200407;protein-coding
HOXD8;3234;protein-coding
ZDHHC21;340481;protein-coding
PLEKHF2;79666;protein-coding
A2M;2;protein-coding
ARL4D;379;protein-coding
DOK7;285489;protein-coding
LRRN1;57633;protein-coding
UBE2O;63893;protein-coding
ORAI3;93129;protein-coding
UNC119B;84747;protein-coding
DENND2C;163259;protein-coding
PLEKHD1;400224;protein-coding
TUBB6;84617;protein-coding
LYSMD3;116068;protein-coding
AMIGO3;386724;protein-coding
B3GALT6;126792;protein-coding
ZNF613;79898;protein-coding
C11orf16;56673;protein-coding
NUPR1;26471;protein-coding
MBLAC2;153364;protein-coding
TPRN;286262;protein-coding
SLC35A4;113829;protein-coding
CRYBG2;55057;protein-coding
IP6K1;9807;protein-coding
SSNA1;8636;protein-coding
CSTF3;1479;protein-coding
YES1;7525;protein-coding
CHMP6;79643;protein-coding
UFSP1;402682;protein-coding
TMEM39A;55254;protein-coding
TCP11L1;55346;protein-coding
GPX2;2877;protein-coding
CCDC57;284001;protein-coding
FOXG1;2290;protein-coding
SPHK1;8877;protein-coding
BNIP3;664;protein-coding
MYPOP;339344;protein-coding
ATAD5;79915;protein-coding
SMIM19;114926;protein-coding
ZNF404;342908;protein-coding
RTTN;25914;protein-coding
ACBD7;414149;protein-coding
ANAPC2;29882;protein-coding
ZBTB8OS;339487;protein-coding
SLC35G1;159371;protein-coding
ZNF135;7694;protein-coding
COX8A;1351;protein-coding
ZSCAN2;54993;protein-coding
B3GNT4;79369;protein-coding
CDC26;246184;protein-coding
HSD11B2;3291;protein-coding
CRLF3;51379;protein-coding
RNPEP;6051;protein-coding
EID2;163126;protein-coding
DMRTA1;63951;protein-coding
EID2B;126272;protein-coding
RIMS2;9699;protein-coding
KCMF1;56888;protein-coding
DNAJC30;84277;protein-coding
SPRYD4;283377;protein-coding
VPS37D;155382;protein-coding
SYNE3;161176;protein-coding
CLK2;1196;protein-coding
LPCAT4;254531;protein-coding
SLCO3A1;28232;protein-coding
ZNF575;284346;protein-coding
WDR25;79446;protein-coding
SGF29;112869;protein-coding
PLAAT3;11145;protein-coding
DIRAS1;148252;protein-coding
PHLDB3;653583;protein-coding
PRR15;222171;protein-coding
USF3;205717;protein-coding
CNTD1;124817;protein-coding
KBTBD11;9920;protein-coding
B3GNT5;84002;protein-coding
LMNB2;84823;protein-coding
RMDN1;51115;protein-coding
MEX3C;51320;protein-coding
RNF152;220441;protein-coding
MYO1D;4642;protein-coding
LRRC37A;9884;protein-coding
BDNF;627;protein-coding
CCDC121;79635;protein-coding
ACSF3;197322;protein-coding
BOK;666;protein-coding
RBIS;401466;protein-coding
PFN4;375189;protein-coding
MAGEB6;158809;protein-coding
CDK5R1;8851;protein-coding
RUFY1;80230;protein-coding
BASP1;10409;protein-coding
DEFB103B;55894;protein-coding
LRRC37A3;374819;protein-coding
VSIG10;54621;protein-coding
METRNL;284207;protein-coding
FAM91A1;157769;protein-coding
WSB2;55884;protein-coding
GRIN1;2902;protein-coding
TYMS;7298;protein-coding
PXMP2;5827;protein-coding
TCEANC;170082;protein-coding
PNMA1;9240;protein-coding
TCIM;56892;protein-coding
MAMSTR;284358;protein-coding
ANKLE2;23141;protein-coding
FUT2;2524;protein-coding
GCNT4;51301;protein-coding
MUC20;200958;protein-coding
THAP4;51078;protein-coding
NFATC2IP;84901;protein-coding
FAM89B;23625;protein-coding
SHMT1;6470;protein-coding
DPP7;29952;protein-coding
TRIM60;166655;protein-coding
SEC24C;9632;protein-coding
SMCR8;140775;protein-coding
MTHFR;4524;protein-coding
DEAF1;10522;protein-coding
MTX3;345778;protein-coding
TMEM80;283232;protein-coding
SIX5;147912;protein-coding
FBXO46;23403;protein-coding
ZDHHC13;54503;protein-coding
SLC38A9;153129;protein-coding
ACER2;340485;protein-coding
WDR73;84942;protein-coding
POLE;5426;protein-coding
PHETA2;150368;protein-coding
RHOG;391;protein-coding
EPS8L2;64787;protein-coding
ANO6;196527;protein-coding
ZBTB34;403341;protein-coding
FAM9B;171483;protein-coding
NUDT4B;440672;protein-coding
FAM210A;125228;protein-coding
TALDO1;6888;protein-coding
ULK1;8408;protein-coding
RIMKLA;284716;protein-coding
RPS6KA3;6197;protein-coding
B3GNT8;374907;protein-coding
PUS1;80324;protein-coding
CHD9;80205;protein-coding
GATD1;347862;protein-coding
MAN1B1;11253;protein-coding
KCNA3;3738;protein-coding
FZD8;8325;protein-coding
KCNA2;3737;protein-coding
TOP3A;7156;protein-coding
CASKIN2;57513;protein-coding
ZBTB38;253461;protein-coding
CCDC71;64925;protein-coding
TIMM22;29928;protein-coding
HIC1;3090;protein-coding
PPFIA3;8541;protein-coding
MAGEF1;64110;protein-coding
SAMD9L;219285;protein-coding
PAWR;5074;protein-coding
TGIF1;7050;protein-coding
MIEF2;125170;protein-coding
NAP1L5;266812;protein-coding
NIM1K;167359;protein-coding
CD19;930;protein-coding
ERICH5;203111;protein-coding
OR2T8;343172;protein-coding
NR2C2;7182;protein-coding
GPR4;2828;protein-coding
ACOT4;122970;protein-coding
CAVIN1;284119;protein-coding
ARIH2;10425;protein-coding
RBM44;375316;protein-coding
ZBTB33;10009;protein-coding
ZBED2;79413;protein-coding
SLC25A22;79751;protein-coding
RABEP2;79874;protein-coding
NHLH2;4808;protein-coding
ATOX1;475;protein-coding
TBL1XR1;79718;protein-coding
SAMD12;401474;protein-coding
C18orf32;497661;protein-coding
PIDD1;55367;protein-coding
ZNF491;126069;protein-coding
RPLP2;6181;protein-coding
HASPIN;83903;protein-coding
JUN;3725;protein-coding
CSTF2T;23283;protein-coding
PGBD5;79605;protein-coding
GBA1;2629;protein-coding
ACAD9;28976;protein-coding
IL17RA;23765;protein-coding
PNPLA2;57104;protein-coding
AGTRAP;57085;protein-coding
CD163L1;283316;protein-coding
SRRM3;222183;protein-coding
THAP5;168451;protein-coding
CRACR2B;283229;protein-coding
DNAJC28;54943;protein-coding
NAALADL2;254827;protein-coding
CD151;977;protein-coding
POLR2L;5441;protein-coding
NECTIN3;25945;protein-coding
ANXA2R;389289;protein-coding
TMEM94;9772;protein-coding
FLII;2314;protein-coding
SOX12;6666;protein-coding
HNRNPA0;10949;protein-coding
MYOZ1;58529;protein-coding
KCNJ10;3766;protein-coding
CHID1;66005;protein-coding
ZNF620;253639;protein-coding
ZNF518A;9849;protein-coding
TMEM187;8269;protein-coding
SVBP;374969;protein-coding
ZNF619;285267;protein-coding
AP3S1;1176;protein-coding
GRB2;2885;protein-coding
ZBTB41;360023;protein-coding
UBE2N;7334;protein-coding
SPATA31C2;645961;protein-coding
ARL6IP6;151188;protein-coding
ZNF354C;30832;protein-coding
MAMDC4;158056;protein-coding
BET1L;51272;protein-coding
RPS27;6232;protein-coding
RIC8A;60626;protein-coding
IMP3;55272;protein-coding
ASB8;140461;protein-coding
CIMAP1B;440836;protein-coding
DPY19L2;283417;protein-coding
GPR150;285601;protein-coding
TSPYL6;388951;protein-coding
LRRC75B;388886;protein-coding
DMAP1;55929;protein-coding
ADAMTSL1;92949;protein-coding
CALHM5;254228;protein-coding
IMPDH2;3615;protein-coding
ALS2CL;259173;protein-coding
MLF1;4291;protein-coding
NDUFAF3;25915;protein-coding
C2orf69;205327;protein-coding
GRAMD1C;54762;protein-coding
STAP2;55620;protein-coding
HTR3C;170572;protein-coding
TSSK6;83983;protein-coding
BOLA1;51027;protein-coding
PDE4DIP;9659;protein-coding
DDX10;1662;protein-coding
NDUFV2;4729;protein-coding
DALRD3;55152;protein-coding
ZNF114;163071;protein-coding
ZNF518B;85460;protein-coding
LCORL;254251;protein-coding
PARD6G;84552;protein-coding
SH2B1;25970;protein-coding
VN1R1;57191;protein-coding
POGLUT3;143888;protein-coding
PLEC;5339;protein-coding
PRSS36;146547;protein-coding
ZNF543;125919;protein-coding
GALNT11;63917;protein-coding
WDR6;11180;protein-coding
GEN1;348654;protein-coding
AQP11;282679;protein-coding
TMEM11;8834;protein-coding
ZNF354B;117608;protein-coding
KCNG2;26251;protein-coding
ZFAND2A;90637;protein-coding
PLEKHM3;389072;protein-coding
ZNF223;7766;protein-coding
FAM220A;84792;protein-coding
DNAJC22;79962;protein-coding
CEP295NL;100653515;protein-coding
BEND3;57673;protein-coding
NT5DC1;221294;protein-coding
GLDC;2731;protein-coding
COX14;84987;protein-coding
MCMDC2;157777;protein-coding
TUBAL3;79861;protein-coding
P4HTM;54681;protein-coding
DTX3;196403;protein-coding
KLHL11;55175;protein-coding
CTXN1;404217;protein-coding
SLC25A20;788;protein-coding
CA8;767;protein-coding
EPM2AIP1;9852;protein-coding
ERBB4;2066;protein-coding
CTNNBIP1;56998;protein-coding
GTPBP6;8225;protein-coding
ERN1;2081;protein-coding
C10orf53;282966;protein-coding
CSRNP3;80034;protein-coding
ZNF713;349075;protein-coding
PARP10;84875;protein-coding
SUZ12;23512;protein-coding
NSUN3;63899;protein-coding
KCTD12;115207;protein-coding
DHFR2;200895;protein-coding
RPP25;54913;protein-coding
GRINA;2907;protein-coding
THBD;7056;protein-coding
COX5A;9377;protein-coding
STX19;415117;protein-coding
ERFE;151176;protein-coding
FAM219B;57184;protein-coding
ZHX2;22882;protein-coding
CPNE7;27132;protein-coding
GDPD4;220032;protein-coding
MPI;4351;protein-coding
OPLAH;26873;protein-coding
TMEM52;339456;protein-coding
TMEM139;135932;protein-coding
EFCAB13;124989;protein-coding
APOLD1;81575;protein-coding
RFLNA;144347;protein-coding
EXOSC4;54512;protein-coding
DPY19L3;147991;protein-coding
TAF7;6879;protein-coding
ZNF852;285346;protein-coding
PFAS;5198;protein-coding
HYI;81888;protein-coding
CYBC1;79415;protein-coding
ZNF552;79818;protein-coding
GAK;2580;protein-coding
ZBTB7A;51341;protein-coding
TUFM;7284;protein-coding
RMI1;80010;protein-coding
CTC1;80169;protein-coding
FBXO34;55030;protein-coding
SELENOW;6415;protein-coding
EIF3K;27335;protein-coding
MRFAP1L1;114932;protein-coding
SNX18;112574;protein-coding
AURKB;9212;protein-coding
MRFAP1;93621;protein-coding
C3orf38;285237;protein-coding
TMEM107;84314;protein-coding
RRS1;23212;protein-coding
EXOC3L1;283849;protein-coding
TRIML2;205860;protein-coding
RCC2;55920;protein-coding
ZFP42;132625;protein-coding
FAM133A;286499;protein-coding
DPM3;54344;protein-coding
CYC1;1537;protein-coding
PER1;5187;protein-coding
TMTC2;160335;protein-coding
HES7;84667;protein-coding
FARSA;2193;protein-coding
SPTY2D1;144108;protein-coding
C10orf67;256815;protein-coding
SAMD4B;55095;protein-coding
ALOXE3;59344;protein-coding
EDC3;80153;protein-coding
TCAIM;285343;protein-coding
FUCA1;2517;protein-coding
PXT1;222659;protein-coding
GGN;199720;protein-coding
TMEM125;128218;protein-coding
ZNF664;144348;protein-coding
CALR;811;protein-coding
MAGED1;9500;protein-coding
GVQW3;100506127;protein-coding
LDLRAD3;143458;protein-coding
CDH4;1002;protein-coding
SMCO3;440087;protein-coding
RAD23A;5886;protein-coding
GADD45GIP1;90480;protein-coding
PTPN11;5781;protein-coding
NSUN7;79730;protein-coding
FAM156A;29057;protein-coding
WSCD1;23302;protein-coding
RAB39A;54734;protein-coding
CLK3;1198;protein-coding
HLA-DQB1;3119;protein-coding
GATA2;2624;protein-coding
ARID3B;10620;protein-coding
TMEM31;203562;protein-coding
PACS2;23241;protein-coding
ELMOD2;255520;protein-coding
EGR3;1960;protein-coding
GPC5;2262;protein-coding
VWA1;64856;protein-coding
GEMIN4;50628;protein-coding
FJX1;24147;protein-coding
KLHL28;54813;protein-coding
MKRN3;7681;protein-coding
ZBTB18;10472;protein-coding
C14orf28;122525;protein-coding
ALOX12B;242;protein-coding
SHARPIN;81858;protein-coding
LBX2;85474;protein-coding
DNHD1;144132;protein-coding
HTR1D;3352;protein-coding
GCC1;79571;protein-coding
CIITA;4261;protein-coding
ZFPM1;161882;protein-coding
PLD6;201164;protein-coding
CDC42EP4;23580;protein-coding
ZBTB42;100128927;protein-coding
LACC1;144811;protein-coding
MAF1;84232;protein-coding
ARL14;80117;protein-coding
PCED1B;91523;protein-coding
APOBEC3B;9582;protein-coding
PIPOX;51268;protein-coding
CDH5;1003;protein-coding
MYADM;91663;protein-coding
MROH1;727957;protein-coding
SERTAD2;9792;protein-coding
AKAP5;9495;protein-coding
NKPD1;284353;protein-coding
GIPC3;126326;protein-coding
RNF227;284023;protein-coding
CITED4;163732;protein-coding
ABCA13;154664;protein-coding
TIGD5;84948;protein-coding
PDXDC1;23042;protein-coding
ZNF154;7710;protein-coding
R3HDM2;22864;protein-coding
B3GNT3;10331;protein-coding
ITLN1;55600;protein-coding
SEPHS2;22928;protein-coding
ZNF784;147808;protein-coding
C14orf119;55017;protein-coding
BBS10;79738;protein-coding
FIZ1;84922;protein-coding
PUF60;22827;protein-coding
DCTPP1;79077;protein-coding
ZNF771;51333;protein-coding
TSHZ1;10194;protein-coding
PSTK;118672;protein-coding
SOCS4;122809;protein-coding
PTGR3;284273;protein-coding
OR1E1;8387;protein-coding
ZNF48;197407;protein-coding
TMEM86B;255043;protein-coding
SEPTIN1;1731;protein-coding
TRNAU1AP;54952;protein-coding
EXOC3;11336;protein-coding
LYNX1;66004;protein-coding
TH;7054;protein-coding
MED14;9282;protein-coding
FAHD1;81889;protein-coding
TDRP;157695;protein-coding
RCC1;1104;protein-coding
MYL11;29895;protein-coding
F2;2147;protein-coding
PRKRA;8575;protein-coding
ZNRF2;223082;protein-coding
ZNF816;125893;protein-coding
FGD6;55785;protein-coding
PLD5;200150;protein-coding
OAZ2;4947;protein-coding
ALX1;8092;protein-coding
CCDC43;124808;protein-coding
MEIOC;284071;protein-coding
FZD2;2535;protein-coding
TIGD2;166815;protein-coding
HCLS1;3059;protein-coding
MTURN;222166;protein-coding
ZNF609;23060;protein-coding
PAK2;5062;protein-coding
CCDC66;285331;protein-coding
MCFD2;90411;protein-coding
HARBI1;283254;protein-coding
C11orf71;54494;protein-coding
CYP8B1;1582;protein-coding
GAS1;2619;protein-coding
ARHGAP45;23526;protein-coding
ZNF571;51276;protein-coding
MIGA1;374986;protein-coding
KCNE1;3753;protein-coding
NRIP1;8204;protein-coding
ZSCAN4;201516;protein-coding
BHLHA15;168620;protein-coding
RNF182;221687;protein-coding
H2AC6;8334;protein-coding
EIF2S3B;255308;protein-coding
SKIDA1;387640;protein-coding
H2BC4;8347;protein-coding
MB21D2;151963;protein-coding
SSTR2;6752;protein-coding
ZNF594;84622;protein-coding
PCGF5;84333;protein-coding
PRF1;5551;protein-coding
YOD1;55432;protein-coding
TMEM64;169200;protein-coding
CHRM4;1132;protein-coding
SHISA2;387914;protein-coding
S1PR5;53637;protein-coding
GPR157;80045;protein-coding
SLC36A4;120103;protein-coding
ZDHHC20;253832;protein-coding
ZFP3;124961;protein-coding
ARSJ;79642;protein-coding
HOXC9;3225;protein-coding
MAP3K15;389840;protein-coding
PPA1;5464;protein-coding
HOXC10;3226;protein-coding
PSMG4;389362;protein-coding
MAP6D1;79929;protein-coding
ZNF443;10224;protein-coding
CXCR2;3579;protein-coding
GREM2;64388;protein-coding
SSR4;6748;protein-coding
CAPS2;84698;protein-coding
ZNF792;126375;protein-coding
CUEDC1;404093;protein-coding
SCRIB;23513;protein-coding
KCTD2;23510;protein-coding
D2HGDH;728294;protein-coding
OXTR;5021;protein-coding
CMTR2;55783;protein-coding
FAM83H;286077;protein-coding
ZNF572;137209;protein-coding
PITPNB;23760;protein-coding
TCEAL8;90843;protein-coding
LRRC57;255252;protein-coding
MRPL14;64928;protein-coding
GPR137C;283554;protein-coding
C1orf105;92346;protein-coding
BBS12;166379;protein-coding
ZFP82;284406;protein-coding
NQO1;1728;protein-coding
AEN;64782;protein-coding
FKRP;79147;protein-coding
TRAPPC5;126003;protein-coding
SLC25A42;284439;protein-coding
METTL23;124512;protein-coding
SLC26A11;284129;protein-coding
HIGD1A;25994;protein-coding
MAPK15;225689;protein-coding
EHMT1;79813;protein-coding
F2R;2149;protein-coding
ZNF707;286075;protein-coding
MUC16;94025;protein-coding
NPM1;4869;protein-coding
PJA1;64219;protein-coding
DHTKD1;55526;protein-coding
H2AC25;92815;protein-coding
ZNF746;155061;protein-coding
POLR2A;5430;protein-coding
TLCD5;219902;protein-coding
FRAT2;23401;protein-coding
TMEM102;284114;protein-coding
ZNF322;79692;protein-coding
NME9;347736;protein-coding
HEPHL1;341208;protein-coding
LRRC75A;388341;protein-coding
DDX60L;91351;protein-coding
SYNE4;163183;protein-coding
OGFOD3;79701;protein-coding
WASHC1;100287171;protein-coding
AATK;9625;protein-coding
DDN;23109;protein-coding
ZNF467;168544;protein-coding
ZNF678;339500;protein-coding
TMEM45A;55076;protein-coding
RAP2B;5912;protein-coding
ZBTB2;57621;protein-coding
RNF135;84282;protein-coding
ACBD4;79777;protein-coding
SGSH;6448;protein-coding
FANCB;2187;protein-coding
SETD2;29072;protein-coding
TMIE;259236;protein-coding
MEX3D;399664;protein-coding
MRPS23;51649;protein-coding
GPR135;64582;protein-coding
SLX1B;79008;protein-coding
TNFSF15;9966;protein-coding
ZFP41;286128;protein-coding
PHLDA2;7262;protein-coding
ATG9B;285973;protein-coding
ZNF875;284459;protein-coding
PLAG1;5324;protein-coding
YIPF6;286451;protein-coding
DIPK2A;205428;protein-coding
MACIR;90355;protein-coding
AMIGO1;57463;protein-coding
GPR3;2827;protein-coding
SIAH2;6478;protein-coding
COPG1;22820;protein-coding
SLC9A9;285195;protein-coding
LSM10;84967;protein-coding
RELL1;768211;protein-coding
RFX7;64864;protein-coding
SLC35C1;55343;protein-coding
RNF41;10193;protein-coding
SLC2A4;6517;protein-coding
IBA57;200205;protein-coding
CLDN7;1366;protein-coding
ZNF329;79673;protein-coding
ZNF101;94039;protein-coding
C5orf24;134553;protein-coding
ADO;84890;protein-coding
COA4;51287;protein-coding
PRKAG1;5571;protein-coding
GINS3;64785;protein-coding
CCDC149;91050;protein-coding
MRPS11;64963;protein-coding
SNRPE;6635;protein-coding
RTKN2;219790;protein-coding
PNMA8A;55228;protein-coding
CHST15;51363;protein-coding
USH1G;124590;protein-coding
MGAT4C;25834;protein-coding
IDH2;3418;protein-coding
TMEM259;91304;protein-coding
GET1;7485;protein-coding
TNRC18;84629;protein-coding
TMEM30B;161291;protein-coding
DEXI;28955;protein-coding
ZNF716;441234;protein-coding
NOP10;55505;protein-coding
FAM89A;375061;protein-coding
TDRKH;11022;protein-coding
ZNF708;7562;protein-coding
IST1;9798;protein-coding
ERCC6L2;375748;protein-coding
MRPL41;64975;protein-coding
CREB3L2;64764;protein-coding
TSEN54;283989;protein-coding
RGMA;56963;protein-coding
UBA7;7318;protein-coding
MRPS16;51021;protein-coding
RAD51B;5890;protein-coding
LDOC1;23641;protein-coding
ARL6IP4;51329;protein-coding
EXT1;2131;protein-coding
SHMT2;6472;protein-coding
MOB2;81532;protein-coding
HHIPL1;84439;protein-coding
ATP6AP2;10159;protein-coding
CYB5D1;124637;protein-coding
BACE2;25825;protein-coding
UBE2E2;7325;protein-coding
SYNM;23336;protein-coding
NLRP10;338322;protein-coding
FIGN;55137;protein-coding
B4GALNT4;338707;protein-coding
AP1S2;8905;protein-coding
C8orf33;65265;protein-coding
DCAF4L1;285429;protein-coding
SPACA6;147650;protein-coding
ZSCAN22;342945;protein-coding
KCNJ14;3770;protein-coding
FBXL6;26233;protein-coding
C1S;716;protein-coding
GLTPD2;388323;protein-coding
KBTBD3;143879;protein-coding
YBEY;54059;protein-coding
CLN8;2055;protein-coding
